kmeans_constrained,x_min,x_max,y_min,y_max,x_diff,y_diff
7,-13634393.643880602,-13634054.04151004,4548156.768557633,4548700.798202123,339.60237056203187,544.0296444892883
70,-13626889.875304956,-13626495.937890936,4544192.458444506,4544981.799068571,393.9374140202999,789.3406240651384
71,-13629271.177324207,-13628990.418436479,4551616.4596088715,4551888.180900056,280.7588877286762,271.72129118442535
72,-13633413.275389085,-13632678.956368065,4547454.808658177,4547998.002941591,734.3190210200846,543.1942834137008
73,-13625865.902968893,-13625409.729785325,4540377.118073022,4540792.826560028,456.173183567822,415.7084870059043
74,-13633929.535170458,-13633871.34746382,4551880.908188475,4552307.506704597,58.187706638127565,426.5985161215067
75,-13626076.508313524,-13625828.56641168,4550200.1888570115,4550579.585300241,247.94190184399486,379.39644322916865
76,-13625928.531314414,-13625626.966813855,4549766.4891154785,4550064.123971361,301.56450055912137,297.6348558822647
77,-13628129.459443733,-13627822.009061113,4554967.710475776,4555053.231915647,307.4503826200962,85.52143987081945
78,-13630008.414441537,-13629738.774845285,4543249.392015987,4543611.880974248,269.63959625177085,362.4889582609758
79,-13629030.493453164,-13628727.581986764,4547224.09977687,4547322.145497782,302.9114663992077,98.04572091251612
8,-13633902.290780189,-13633463.97028519,4541442.161155753,4542107.406821663,438.32049499824643,665.2456659097224
80,-13628498.107988443,-13627801.47518752,4550382.193742039,4550754.0317269275,696.6328009236604,371.8379848888144
81,-13628200.36026678,-13627481.482738774,4540566.698439608,4540601.278117653,718.8775280062109,34.57967804465443
82,-13625405.964228783,-13624884.220907383,4545594.46878273,4546272.551940991,521.7433214001358,678.0831582602113
83,-13628863.169126552,-13628464.133279853,4548892.946361918,4549604.779013147,399.0358466990292,711.832651228644
84,-13637232.513406716,-13637117.990121515,4542980.057431184,4543029.742428798,114.52328520081937,49.684997614473104
85,-13628196.387640597,-13627824.063177781,4547874.553638623,4548375.300945421,372.3244628161192,500.74730679765344
86,-13631085.005975245,-13630768.457871225,4546777.883938598,4547004.573698622,316.5481040198356,226.689760023728
87,-13628121.224720415,-13627772.238116777,4544696.851878794,4545208.043886916,348.98660363815725,511.19200812187046
88,-13625461.802085362,-13625124.626479698,4550789.081963385,4551538.576685261,337.1756056640297,749.494721875526
89,-13624408.619514918,-13623932.717559827,4543696.532935093,4544385.905885336,475.90195509046316,689.3729502428323
9,-13625141.112896286,-13624699.60866385,4546514.373176127,4546807.732614554,441.50423243641853,293.35943842772394
90,-13630377.12533329,-13629831.53737696,4551016.587352727,4551285.108998919,545.5879563298076,268.52164619229734
91,-13629842.70117881,-13629343.913479492,4550677.30416446,4551282.995737506,498.7876993175596,605.6915730461478
92,-13630080.23467732,-13629468.201690963,4544303.642153574,4544951.689024859,612.0329863578081,648.0468712849542
93,-13631336.53236469,-13630728.206320353,4541008.20665045,4541612.437638585,608.326044337824,604.2309881355613
94,-13636427.160698451,-13636201.561466677,4544333.352984293,4544869.721511797,225.5992317739874,536.3685275036842
95,-13628024.421291223,-13627561.36408751,4546565.096505019,4547046.980452054,463.05720371194184,481.88394703529775
96,-13627692.589021116,-13627297.27124541,4548802.992059277,4549069.420570574,395.31777570582926,266.42851129639894
97,-13623030.303209862,-13622762.713051073,4541561.176984118,4541833.963600151,267.5901587884873,272.78661603294313
98,-13627368.693830702,-13627070.59136631,4545176.799992499,4545634.865426634,298.10246439278126,458.0654341354966
99,-13635736.724668974,-13635446.2030619,4541704.805864926,4541956.844036771,290.52160707488656,252.03817184455693
