,0,1
161,-13635459.256800612,4544715.273820971
162,-13626413.98701351,4549316.740915434
163,-13631824.03620874,4551372.836499785
164,-13635453.945795354,4547800.828045503
165,-13629475.966688262,4545638.320607709
166,-13627011.50705525,4547197.157460045
167,-13625497.052673548,4550428.450672399
168,-13632130.38662943,4547565.528149754
169,-13627822.730435489,4543421.017506664
170,-13628236.445759911,4549505.617181393
171,-13625813.196049808,4548491.8823156
172,-13634220.057804521,4546069.101684057
173,-13628968.320804633,4550873.057504076
174,-13626729.761902014,4545399.085420984
175,-13625529.850270767,4545353.147935708
176,-13627296.657662544,4547909.634095989
177,-13634650.607128317,4544733.288995409
178,-13629027.459717972,4541185.675897939
179,-13632591.271860493,4548008.4667672515
180,-13624639.982942553,4545026.80915112
181,-13624001.931018686,4546802.20896112
182,-13626038.718545651,4541558.1481540445
183,-13631610.808854645,4546309.433055632
184,-13634171.335286457,4544728.150327086
185,-13624756.382624038,4550619.873407054
186,-13627352.734939845,4548659.137537758
187,-13633398.975605352,4539528.284032594
188,-13634688.915798739,4548811.6524792
189,-13632982.188265998,4548779.454371814
190,-13626721.423989953,4543713.053483042
191,-13627582.657914044,4550798.74690359
192,-13630634.834375158,4549665.165832858
193,-13624431.88196638,4548562.373713543
194,-13625049.140565626,4549675.948510221
195,-13625009.690919349,4549169.609778617
196,-13630632.82620364,4540317.126042551
197,-13628914.691309918,4549158.666610593
198,-13626457.578625716,4550507.106134788
199,-13630857.406933213,4548615.444010363
200,-13629983.466850767,4549015.186864631
201,-13626481.794142246,4548971.486510158
202,-13625762.685532847,4550267.765545592
203,-13627860.070056878,4544144.954272823
204,-13632846.07832674,4542843.1138013555
205,-13629130.625130879,4551266.635880273
206,-13625043.43034723,4540178.180163484
207,-13628965.657050047,4552142.412105732
208,-13626465.893647138,4547219.681009774
209,-13625911.291917767,4549496.588513712
210,-13624800.982453888,4547705.47205504
211,-13634570.637782779,4548412.865138973
212,-13630033.13265266,4541075.665430244
213,-13624263.354322394,4545270.570725408
214,-13630549.985394012,4547033.710184853
215,-13625738.383141248,4542521.727087583
216,-13633933.387185577,4547766.428683814
217,-13632143.199270478,4540554.485903039
218,-13625213.904376306,4548223.783059336
219,-13632797.838162934,4542056.224335602
220,-13626139.377807265,4543081.520963023
221,-13626893.751445059,4549589.383309845
222,-13625957.32654843,4549979.228899191
223,-13629225.36543736,4544336.770275798
224,-13627815.316879641,4548680.973347647
225,-13628353.917192902,4547923.30606661
226,-13629314.271342922,4540762.128009962
227,-13627669.293858308,4544563.871169642
228,-13623463.49797972,4542654.392909512
229,-13632522.646773072,4546155.94067052
230,-13627462.568023128,4547361.145345224
231,-13636481.13081298,4545748.77906319
232,-13627152.345711129,4540042.739310231
233,-13634120.34667972,4541194.830076745
234,-13629490.918058781,4547231.779254634
235,-13632057.506245028,4549482.381396108
236,-13625765.370516859,4551611.98098194
237,-13625495.321452657,4549018.363708023
238,-13627537.920190834,4545059.23755863
239,-13626219.16535417,4550559.4831628725
240,-13634677.021226786,4540432.4862211635
241,-13627411.274671394,4549951.84937473
242,-13626255.938953048,4540779.404670031
243,-13625663.307864806,4549679.641814167
244,-13626601.610260855,4550839.192570703
245,-13626341.640064847,4547910.232203212
246,-13626116.612053793,4550692.744335485
247,-13625727.912725126,4550794.455047544
248,-13628974.46913194,4546987.756342164
249,-13625770.249147113,4546294.203377839
250,-13635020.35925383,4543132.855158384
251,-13626862.782745117,4546388.083290859
252,-13628531.51429666,4543863.6321792845
253,-13629678.104887532,4540092.329831114
254,-13625362.044979014,4547278.21384223
255,-13626342.404840335,4551141.379746594
256,-13626720.36275521,4552457.052244694
257,-13626319.814757468,4544538.809561021
258,-13627260.94163357,4552320.059905612
259,-13628226.13730132,4546232.663376326
260,-13626701.834803633,4548751.255988268
261,-13631937.822608637,4543030.981729463
262,-13627035.408204813,4549108.023846731
263,-13625121.826168729,4550461.8425392015
264,-13636063.815534143,4548115.712278936
265,-13629804.301586015,4548560.21256651
266,-13627292.48612101,4548253.035185547
267,-13628296.810658067,4551412.475438463
268,-13633351.474397259,4543201.735791201
269,-13632592.271456085,4548808.655839591
270,-13627912.368090179,4550137.659336183
271,-13627596.129113672,4541180.577409355
272,-13633423.994092254,4548729.923945909
273,-13628994.158647211,4548030.360963135
274,-13634231.551669756,4539049.252497344
275,-13632102.945240214,4543727.164867
276,-13627123.388953399,4543909.684125465
277,-13624978.78289184,4547929.041995009
278,-13634309.889845736,4542496.329385388
279,-13626709.283695059,4548175.403715265
280,-13624876.03892481,4543970.892828823
281,-13626938.065408811,4546001.265128021
282,-13627860.79253578,4545976.182379378
283,-13626128.143486332,4550887.472523532
284,-13623876.112878574,4540964.781703853
285,-13630182.496378103,4547985.271618687
286,-13625830.267025433,4546991.063856278
287,-13624377.200443327,4549850.459904581
288,-13626976.874204917,4551991.748988009
289,-13626592.335232208,4549492.026208947
290,-13630798.71087001,4539565.762546145
291,-13624562.817724014,4541615.432211349
292,-13628356.888613377,4546930.406921378
293,-13631176.449076453,4547398.519819885
294,-13633262.777627746,4542392.919572646
295,-13627856.07706147,4547758.371845613
296,-13625344.605553947,4549476.511136821
297,-13624396.946051283,4546820.7139898585
298,-13633008.806253249,4546257.684183689
299,-13629134.602170065,4546267.314542896
