,geometry,x,y,cluster
9937968787,POINT (-13627568.156094307 4547509.564391678),-13627568.156094307,4547509.564391678,230
9938359949,POINT (-13629060.683299066 4552164.446137803),-13629060.683299066,4552164.446137803,207
9941003179,POINT (-13629512.84080677 4539083.891276797),-13629512.84080677,4539083.891276797,142
9941362294,POINT (-13629218.512073113 4548071.123027995),-13629218.512073113,4548071.123027995,273
9943900743,POINT (-13632783.351786533 4548717.193054054),-13632783.351786533,4548717.193054054,153
9943927507,POINT (-13625963.741669351 4549845.4997820575),-13625963.741669351,4549845.4997820575,155
9943927508,POINT (-13625965.277878322 4549853.655846865),-13625965.277878322,4549853.655846865,155
9948792859,POINT (-13627144.07336218 4544530.822849838),-13627144.07336218,4544530.822849838,17
9948792867,POINT (-13627105.323047435 4544533.80765646),-13627105.323047435,4544533.80765646,17
9948792868,POINT (-13627033.2102813 4544540.9036152605),-13627033.2102813,4544540.9036152605,17
9953569706,POINT (-13629949.302266274 4549016.896624185),-13629949.302266274,4549016.896624185,200
9953575405,POINT (-13629995.477591056 4549549.857312104),-13629995.477591056,4549549.857312104,40
9953616939,POINT (-13630033.637912499 4549745.514553615),-13630033.637912499,4549745.514553615,40
9953633340,POINT (-13629297.181557257 4546875.440786218),-13629297.181557257,4546875.440786218,248
9953639997,POINT (-13628759.55294452 4546649.518584366),-13628759.55294452,4546649.518584366,39
9956008708,POINT (-13627427.448257944 4549283.127057483),-13627427.448257944,4549283.127057483,47
9956019832,POINT (-13627421.637380524 4549285.070884427),-13627421.637380524,4549285.070884427,47
9956022075,POINT (-13627684.752128962 4549211.290229401),-13627684.752128962,4549211.290229401,101
9956026787,POINT (-13627471.920394517 4549280.718402863),-13627471.920394517,4549280.718402863,47
9956028492,POINT (-13627663.145015799 4548003.336661142),-13627663.145015799,4548003.336661142,13
9956029007,POINT (-13628086.57096293 4549378.262317902),-13628086.57096293,4549378.262317902,170
9956030507,POINT (-13628160.943514729 4547577.784129164),-13628160.943514729,4547577.784129164,140
9956258784,POINT (-13627644.265230162 4548949.090013776),-13627644.265230162,4548949.090013776,96
9956569289,POINT (-13624716.139608234 4549792.436214225),-13624716.139608234,4549792.436214225,133
9957755619,POINT (-13629186.541115358 4551264.666734868),-13629186.541115358,4551264.666734868,205
9958548306,POINT (-13628654.088858943 4546657.460913625),-13628654.088858943,4546657.460913625,39
9958626186,POINT (-13627370.16324798 4549293.958967316),-13627370.16324798,4549293.958967316,47
9960647462,POINT (-13628820.789796408 4546672.472495752),-13628820.789796408,4546672.472495752,39
9965231392,POINT (-13629723.468415301 4547612.288501852),-13629723.468415301,4547612.288501852,32
9965255764,POINT (-13626960.0622439 4549495.344394498),-13626960.0622439,4549495.344394498,221
9965260881,POINT (-13626902.454407414 4548800.266334675),-13626902.454407414,4548800.266334675,260
9966436677,POINT (-13627052.947227018 4547616.006530876),-13627052.947227018,4547616.006530876,69
9966511415,POINT (-13627226.583368756 4547028.926476824),-13627226.583368756,4547028.926476824,24
9966521237,POINT (-13626827.825820787 4546990.579486635),-13626827.825820787,4546990.579486635,166
9968944465,POINT (-13625530.018669322 4548541.400459163),-13625530.018669322,4548541.400459163,171
9976231888,POINT (-13625186.07483862 4550543.521475982),-13625186.07483862,4550543.521475982,263
9976276744,POINT (-13625238.50631878 4550529.983486713),-13625238.50631878,4550529.983486713,263
9980206042,POINT (-13629012.960633364 4546836.99578448),-13629012.960633364,4546836.99578448,248
9980750322,POINT (-13625232.316955091 4547712.323662096),-13625232.316955091,4547712.323662096,277
9980931987,POINT (-13626240.949465323 4548428.540389058),-13626240.949465323,4548428.540389058,46
9980950570,POINT (-13625616.970323581 4547173.457735043),-13625616.970323581,4547173.457735043,254
9982731949,POINT (-13631637.261969069 4540426.663879238),-13631637.261969069,4540426.663879238,29
9982751632,POINT (-13631630.471480133 4540438.260639729),-13631630.471480133,4540438.260639729,29
9982769611,POINT (-13628158.127131613 4545586.864203113),-13628158.127131613,4545586.864203113,2
9982788010,POINT (-13628106.92016585 4544880.219985257),-13628106.92016585,4544880.219985257,87
9988959954,POINT (-13627187.944373501 4549190.204101626),-13627187.944373501,4549190.204101626,262
9989511335,POINT (-13626993.869973255 4549188.894143193),-13626993.869973255,4549188.894143193,262
9994017064,POINT (-13628029.976133812 4547973.563191757),-13628029.976133812,4547973.563191757,85
9994029635,POINT (-13627254.724936029 4548851.916333181),-13627254.724936029,4548851.916333181,186
9995631917,POINT (-13624707.84630617 4547952.845752176),-13624707.84630617,4547952.845752176,31
9995643238,POINT (-13627367.769878928 4548588.232184007),-13627367.769878928,4548588.232184007,186
9996189858,POINT (-13628105.350561028 4549477.103055584),-13628105.350561028,4549477.103055584,170
9996417479,POINT (-13625847.19016249 4549475.6099435445),-13625847.19016249,4549475.6099435445,209
9996419883,POINT (-13627951.78532348 4549744.091834697),-13627951.78532348,4549744.091834697,34
9996420663,POINT (-13626491.284736218 4548910.186628218),-13626491.284736218,4548910.186628218,201
9998789022,POINT (-13626904.268915115 4544518.461254158),-13626904.268915115,4544518.461254158,17
10000412135,POINT (-13627826.328257356 4544927.809637931),-13627826.328257356,4544927.809637931,87
10000451619,POINT (-13624804.115401806 4550664.997894997),-13624804.115401806,4550664.997894997,185
10000454690,POINT (-13626147.441093056 4549452.649851405),-13626147.441093056,4549452.649851405,209
10000698133,POINT (-13625778.01623091 4549876.011103895),-13625778.01623091,4549876.011103895,76
10000698135,POINT (-13625741.8596603 4549841.259757801),-13625741.8596603,4549841.259757801,76
10000755449,POINT (-13626495.425821278 4549479.751217088),-13626495.425821278,4549479.751217088,289
10000755451,POINT (-13626468.742539333 4549450.776422809),-13626468.742539333,4549450.776422809,289
10000755452,POINT (-13626480.564669257 4549508.712006013),-13626480.564669257,4549508.712006013,289
10002539448,POINT (-13625057.40063921 4550416.918719811),-13625057.40063921,4550416.918719811,263
10002539449,POINT (-13625058.814396743 4550425.117494147),-13625058.814396743,4550425.117494147,263
10002564375,POINT (-13626010.195292858 4550523.7286880445),-13626010.195292858,4550523.7286880445,75
10002578646,POINT (-13628121.725658124 4552115.921663534),-13628121.725658124,4552115.921663534,129
10002983839,POINT (-13633293.562408682 4548791.6322039375),-13633293.562408682,4548791.6322039375,272
10002983840,POINT (-13633320.023051646 4548791.195567828),-13633320.023051646,4548791.195567828,272
10003173202,POINT (-13634813.95288199 4548703.1222130675),-13634813.95288199,4548703.1222130675,188
10003199350,POINT (-13634721.925058952 4548661.149246828),-13634721.925058952,4548661.149246828,188
10003199351,POINT (-13635654.737864003 4548653.811037559),-13635654.737864003,4548653.811037559,64
10003229918,POINT (-13635938.713885017 4548323.709649063),-13635938.713885017,4548323.709649063,264
10003230660,POINT (-13635839.862177191 4548636.261329652),-13635839.862177191,4548636.261329652,64
10005629583,POINT (-13627863.542363126 4549217.60058189),-13627863.542363126,4549217.60058189,101
10007662660,POINT (-13627611.759938851 4548734.559793925),-13627611.759938851,4548734.559793925,224
10007800155,POINT (-13627414.947079128 4548670.881889365),-13627414.947079128,4548670.881889365,186
10007806188,POINT (-13627409.73732696 4548646.28973055),-13627409.73732696,4548646.28973055,186
10007847653,POINT (-13627411.718813894 4548660.0787975555),-13627411.718813894,4548660.0787975555,186
10007858866,POINT (-13627506.440568613 4548836.5635662),-13627506.440568613,4548836.5635662,96
10008162923,POINT (-13627410.394111956 4548652.529316318),-13627410.394111956,4548652.529316318,186
10012042767,POINT (-13627635.270615306 4548878.325962381),-13627635.270615306,4548878.325962381,96
10012048156,POINT (-13627633.266864473 4548868.663551607),-13627633.266864473,4548868.663551607,96
10013767308,POINT (-13627683.34950338 4548072.461013915),-13627683.34950338,4548072.461013915,13
10016557292,POINT (-13627860.447681282 4548586.260317658),-13627860.447681282,4548586.260317658,224
10016602471,POINT (-13626321.032707002 4549294.3815388),-13626321.032707002,4549294.3815388,162
10017098114,POINT (-13626060.656418035 4548917.778551926),-13626060.656418035,4548917.778551926,132
10021953858,POINT (-13623932.717559827 4544124.868958442),-13623932.717559827,4544124.868958442,89
10023428673,POINT (-13626959.21621577 4549091.126635543),-13626959.21621577,4549091.126635543,262
10028262811,POINT (-13626632.84973266 4548662.557732884),-13626632.84973266,4548662.557732884,260
10028941467,POINT (-13626025.824549366 4550200.1888570115),-13626025.824549366,4550200.1888570115,75
10032528660,POINT (-13625937.370081982 4547336.298970976),-13625937.370081982,4547336.298970976,33
10032697912,POINT (-13628973.83183235 4546461.847612858),-13628973.83183235,4546461.847612858,299
10032717723,POINT (-13625935.277275555 4548448.90666092),-13625935.277275555,4548448.90666092,171
10034263258,POINT (-13627261.693536153 4552218.564437746),-13627261.693536153,4552218.564437746,258
10036505958,POINT (-13628130.241599169 4549441.860034186),-13628130.241599169,4549441.860034186,170
10039959914,POINT (-13627015.966892175 4549711.665165152),-13627015.966892175,4549711.665165152,221
10043422320,POINT (-13626245.279793516 4549097.5918551395),-13626245.279793516,4549097.5918551395,132
10043936903,POINT (-13626382.826156339 4550957.276842534),-13626382.826156339,4550957.276842534,43
10043936904,POINT (-13626369.401025752 4550914.858060268),-13626369.401025752,4550914.858060268,43
10048320949,POINT (-13626786.68213699 4552430.094874906),-13626786.68213699,4552430.094874906,256
10048320950,POINT (-13626736.221011814 4552423.740304345),-13626736.221011814,4552423.740304345,256
10049432623,POINT (-13628697.013654595 4545968.007616884),-13628697.013654595,4545968.007616884,139
10051891853,POINT (-13628695.521973416 4546414.110132338),-13628695.521973416,4546414.110132338,39
10054795888,POINT (-13629273.047491653 4549544.166544571),-13629273.047491653,4549544.166544571,108
10057272382,POINT (-13627623.960555041 4548817.041640151),-13627623.960555041,4548817.041640151,96
10057272383,POINT (-13627622.825096233 4548811.4639537195),-13627622.825096233,4548811.4639537195,96
10059343291,POINT (-13627626.01996562 4548950.583050297),-13627626.01996562,4548950.583050297,96
10065602368,POINT (-13627528.45956389 4547779.037775643),-13627528.45956389,4547779.037775643,13
10069588752,POINT (-13632961.407312054 4538673.351148832),-13632961.407312054,4538673.351148832,55
10069588754,POINT (-13633142.635443065 4538615.124006982),-13633142.635443065,4538615.124006982,55
10069588757,POINT (-13627800.9808093 4548835.95790705),-13627800.9808093,4548835.95790705,224
10069609135,POINT (-13627624.973562408 4545053.557189493),-13627624.973562408,4545053.557189493,238
10074122538,POINT (-13625079.441898389 4549515.797269656),-13625079.441898389,4549515.797269656,194
10076204406,POINT (-13627471.831338923 4549113.381656696),-13627471.831338923,4549113.381656696,47
10076204409,POINT (-13627444.580327576 4549117.339674934),-13627444.580327576,4549117.339674934,47
10079037217,POINT (-13627303.282497913 4549304.481002356),-13627303.282497913,4549304.481002356,111
10086020174,POINT (-13626186.135748057 4550830.077365612),-13626186.135748057,4550830.077365612,283
10086116966,POINT (-13637152.385765338 4544570.188575727),-13637152.385765338,4544570.188575727,66
10087831711,POINT (-13627938.683019413 4550521.347921072),-13627938.683019413,4550521.347921072,80
10088009556,POINT (-13626999.925753554 4551990.187406204),-13626999.925753554,4551990.187406204,288
10090016658,POINT (-13630268.800336799 4551102.947441114),-13630268.800336799,4551102.947441114,90
10091235854,POINT (-13627014.786905576 4549953.036389974),-13627014.786905576,4549953.036389974,156
10092617172,POINT (-13626638.671742028 4548763.448084765),-13626638.671742028,4548763.448084765,260
10095744878,POINT (-13626237.676672295 4550319.43550614),-13626237.676672295,4550319.43550614,114
10101917516,POINT (-13626184.610671032 4549026.840879631),-13626184.610671032,4549026.840879631,132
10110433994,POINT (-13630985.464086575 4551539.717874398),-13630985.464086575,4551539.717874398,154
10117130631,POINT (-13625315.316767428 4547242.477998119),-13625315.316767428,4547242.477998119,254
10120229307,POINT (-13633958.718630072 4547812.218946323),-13633958.718630072,4547812.218946323,216
10124769381,POINT (-13625914.694301708 4548375.329114366),-13625914.694301708,4548375.329114366,171
