,geometry,x,y,cluster
4882411217,POINT (-13624823.618576594 4550652.544489352),-13624823.618576594,4550652.544489352,185
4883786622,POINT (-13625637.208207006 4550985.650046803),-13625637.208207006,4550985.650046803,247
4884299090,POINT (-13626247.361467995 4546920.8990153605),-13626247.361467995,4546920.8990153605,33
4884686006,POINT (-13628728.26103566 4547322.145497782),-13628728.26103566,4547322.145497782,79
4894498742,POINT (-13628943.040861195 4547260.476011743),-13628943.040861195,4547260.476011743,79
4894498743,POINT (-13628954.295261716 4547258.856470902),-13628954.295261716,4547258.856470902,79
4894498744,POINT (-13628958.870492786 4547257.926995403),-13628958.870492786,4547257.926995403,79
4895842648,POINT (-13632603.68212839 4546910.942688598),-13632603.68212839,4546910.942688598,126
4900833141,POINT (-13632539.818136524 4548027.701957241),-13632539.818136524,4548027.701957241,179
4906748330,POINT (-13627505.527748784 4544006.946217819),-13627505.527748784,4544006.946217819,65
4906756300,POINT (-13627447.007092478 4544059.797290625),-13627447.007092478,4544059.797290625,113
4906760967,POINT (-13627303.68324808 4544037.10255097),-13627303.68324808,4544037.10255097,276
4909810957,POINT (-13627678.128619261 4543586.30122024),-13627678.128619261,4543586.30122024,65
4909832653,POINT (-13627714.552356651 4543603.025895445),-13627714.552356651,4543603.025895445,65
4909880148,POINT (-13627859.334486375 4543218.238460058),-13627859.334486375,4543218.238460058,120
4909881786,POINT (-13627909.94032689 4543143.810978937),-13627909.94032689,4543143.810978937,120
4909893706,POINT (-13627974.83959002 4543013.567685493),-13627974.83959002,4543013.567685493,120
4909904177,POINT (-13628032.336107017 4542979.627552918),-13628032.336107017,4542979.627552918,120
4909905146,POINT (-13627448.209342977 4542658.334984759),-13627448.209342977,4542658.334984759,54
4909934640,POINT (-13628080.860273054 4543071.143692055),-13628080.860273054,4543071.143692055,120
4911533921,POINT (-13627614.06425231 4545547.804409171),-13627614.06425231,4545547.804409171,152
4911554824,POINT (-13625517.161268136 4549512.6138305245),-13625517.161268136,4549512.6138305245,63
4911568322,POINT (-13625352.508609302 4550251.986672499),-13625352.508609302,4550251.986672499,16
4911579321,POINT (-13629315.460217645 4549794.690036929),-13629315.460217645,4549794.690036929,108
4917881734,POINT (-13628909.188604048 4551310.130046653),-13628909.188604048,4551310.130046653,205
4919155197,POINT (-13625426.469278984 4549439.014679551),-13625426.469278984,4549439.014679551,296
4919829393,POINT (-13633177.600895125 4547122.125883366),-13633177.600895125,4547122.125883366,126
4921394504,POINT (-13624634.553553432 4548032.744031415),-13624634.553553432,4548032.744031415,31
4923233451,POINT (-13626826.80168147 4551396.816608048),-13626826.80168147,4551396.816608048,147
4925135942,POINT (-13627910.06277833 4545620.643861844),-13627910.06277833,4545620.643861844,152
4927522422,POINT (-13627874.540728815 4550408.452294671),-13627874.540728815,4550408.452294671,80
4927794705,POINT (-13628188.472824803 4549564.858979057),-13628188.472824803,4549564.858979057,170
4929427143,POINT (-13627112.859376961 4551649.286703184),-13627112.859376961,4551649.286703184,103
4934816110,POINT (-13626525.704722775 4544352.651154637),-13626525.704722775,4544352.651154637,70
4934823007,POINT (-13627339.505860217 4544517.574260954),-13627339.505860217,4544517.574260954,17
4934827143,POINT (-13627303.226838168 4544518.686522286),-13627303.226838168,4544518.686522286,17
4934847364,POINT (-13627249.581975555 4544523.4312333455),-13627249.581975555,4544523.4312333455,17
4937360419,POINT (-13627459.007333582 4544931.583027978),-13627459.007333582,4544931.583027978,238
4937368172,POINT (-13627519.8656992 4544174.200930739),-13627519.8656992,4544174.200930739,113
4938877438,POINT (-13627534.61553173 4544394.113991423),-13627534.61553173,4544394.113991423,113
4938877439,POINT (-13627534.170253767 4544384.1178425),-13627534.170253767,4544384.1178425,113
4945060565,POINT (-13627608.342430484 4543727.940922208),-13627608.342430484,4543727.940922208,65
4945079439,POINT (-13627565.484426526 4544349.272187095),-13627565.484426526,4544349.272187095,113
4945080616,POINT (-13627542.263180748 4544007.312260555),-13627542.263180748,4544007.312260555,65
4947649393,POINT (-13626114.37920429 4543203.935729022),-13626114.37920429,4543203.935729022,220
4947832728,POINT (-13629446.561181953 4540331.455526287),-13629446.561181953,4540331.455526287,4
4947842912,POINT (-13629475.303874476 4540349.216427261),-13629475.303874476,4540349.216427261,4
4947861135,POINT (-13626292.657368796 4544596.4887930835),-13626292.657368796,4544596.4887930835,257
4947875276,POINT (-13626308.665111573 4544593.855952489),-13626308.665111573,4544593.855952489,257
4949380456,POINT (-13627517.761760823 4544163.853023353),-13627517.761760823,4544163.853023353,113
4951863007,POINT (-13626020.169519234 4541417.5156816095),-13626020.169519234,4541417.5156816095,182
4951871674,POINT (-13630096.077014884 4540926.673299173),-13630096.077014884,4540926.673299173,212
4951873767,POINT (-13630018.83242022 4541151.908447572),-13630018.83242022,4541151.908447572,212
4951963976,POINT (-13634996.216284266 4548377.455869994),-13634996.216284266,4548377.455869994,100
4951963981,POINT (-13635042.413872944 4548376.075591456),-13635042.413872944,4548376.075591456,100
4951963991,POINT (-13635151.284334943 4548368.160120115),-13635151.284334943,4548368.160120115,100
4957729631,POINT (-13626324.093992997 4550951.641657249),-13626324.093992997,4550951.641657249,43
4957729632,POINT (-13627421.036255272 4552253.605517838),-13627421.036255272,4552253.605517838,258
4962880705,POINT (-13626202.05443524 4550314.603630715),-13626202.05443524,4550314.603630715,114
4964252523,POINT (-13626128.750550553 4549934.498430705),-13626128.750550553,4549934.498430705,155
4964260221,POINT (-13626219.487067498 4550518.276873355),-13626219.487067498,4550518.276873355,239
4969302973,POINT (-13633109.696005743 4547535.815699358),-13633109.696005743,4547535.815699358,72
4972855029,POINT (-13627116.788954986 4542618.005189991),-13627116.788954986,4542618.005189991,54
4972855030,POINT (-13627107.67188869 4542620.257460626),-13627107.67188869,4542620.257460626,54
4972855034,POINT (-13627241.388861034 4542630.181533916),-13627241.388861034,4542630.181533916,54
4972855035,POINT (-13627220.115706341 4542627.830724213),-13627220.115706341,4542627.830724213,54
4987099522,POINT (-13629057.922575695 4550881.681086036),-13629057.922575695,4550881.681086036,173
4987893178,POINT (-13629395.153841102 4545916.019892653),-13629395.153841102,4545916.019892653,50
4995403561,POINT (-13624655.437089903 4541280.903961699),-13624655.437089903,4541280.903961699,104
4995403562,POINT (-13624657.830458954 4541281.481031962),-13624657.830458954,4541281.481031962,104
5003690421,POINT (-13629671.69372013 4547309.7524226215),-13629671.69372013,4547309.7524226215,234
5008465322,POINT (-13627396.378988063 4548985.4441054),-13627396.378988063,4548985.4441054,96
5015600012,POINT (-13625719.506706547 4549620.428722483),-13625719.506706547,4549620.428722483,243
5015600013,POINT (-13625736.627644235 4549650.037867884),-13625736.627644235,4549650.037867884,243
5015600014,POINT (-13625595.71943279 4549741.514037548),-13625595.71943279,4549741.514037548,243
5015600015,POINT (-13625621.378575414 4549766.080611182),-13625621.378575414,4549766.080611182,243
5023374624,POINT (-13627451.315156769 4552170.9837149335),-13627451.315156769,4552170.9837149335,53
5032787221,POINT (-13626275.024361454 4550378.474724919),-13626275.024361454,4550378.474724919,114
5043059323,POINT (-13627696.540863039 4552245.687096978),-13627696.540863039,4552245.687096978,53
5058493158,POINT (-13625444.725675477 4549666.800456615),-13625444.725675477,4549666.800456615,128
5058570308,POINT (-13625413.378106868 4549635.754473241),-13625413.378106868,4549635.754473241,128
5058584553,POINT (-13625501.710122813 4549653.545331698),-13625501.710122813,4549653.545331698,128
5061128432,POINT (-13637214.669020439 4542991.255308825),-13637214.669020439,4542991.255308825,84
5067631467,POINT (-13636027.468915025 4548318.737855958),-13636027.468915025,4548318.737855958,264
5067639715,POINT (-13625501.153525358 4550372.600371038),-13625501.153525358,4550372.600371038,167
5067639716,POINT (-13625496.990176404 4550338.030499548),-13625496.990176404,4550338.030499548,167
5067639717,POINT (-13625496.355655307 4550319.350983518),-13625496.355655307,4550319.350983518,167
5072406324,POINT (-13627735.190990241 4552275.092366371),-13627735.190990241,4552275.092366371,53
5075740254,POINT (-13634392.764456626 4544724.625866103),-13634392.764456626,4544724.625866103,184
5080202402,POINT (-13625354.946506152 4548945.61095781),-13625354.946506152,4548945.61095781,237
5080277468,POINT (-13627164.400301198 4552269.865069954),-13627164.400301198,4552269.865069954,258
5085031722,POINT (-13626000.00955945 4549191.232348684),-13626000.00955945,4549191.232348684,36
5087270301,POINT (-13627978.045591358 4546286.290233082),-13627978.045591358,4546286.290233082,67
5087510721,POINT (-13627694.225417629 4546488.997522404),-13627694.225417629,4546488.997522404,148
5088086423,POINT (-13629253.833747542 4551209.510860946),-13629253.833747542,4551209.510860946,205
5089298921,POINT (-13627158.756403014 4546804.0712035075),-13627158.756403014,4546804.0712035075,24
5093230381,POINT (-13625234.810511686 4550409.508836534),-13625234.810511686,4550409.508836534,263
5098140329,POINT (-13629727.242146038 4547652.158798974),-13629727.242146038,4547652.158798974,32
5104412625,POINT (-13627734.756844228 4545813.425161394),-13627734.756844228,4545813.425161394,38
5104555022,POINT (-13625981.608447623 4550204.006419058),-13625981.608447623,4550204.006419058,202
5104555023,POINT (-13626075.439646412 4550189.454612566),-13626075.439646412,4550189.454612566,114
5105748115,POINT (-13627099.245003238 4549337.32897669),-13627099.245003238,4549337.32897669,111
5115916022,POINT (-13627123.924534347 4549302.720286247),-13627123.924534347,4549302.720286247,111
5120227122,POINT (-13628040.128471373 4552050.560512485),-13628040.128471373,4552050.560512485,129
5120918721,POINT (-13628684.200781202 4550909.251073755),-13628684.200781202,4550909.251073755,173
5136125674,POINT (-13628884.308697855 4550875.271109576),-13628884.308697855,4550875.271109576,173
5140235358,POINT (-13629073.974846268 4546255.282491323),-13629073.974846268,4546255.282491323,299
5155983522,POINT (-13632727.591853593 4546137.673585147),-13632727.591853593,4546137.673585147,51
5155983523,POINT (-13632738.078149626 4546137.13849019),-13632738.078149626,4546137.13849019,51
5167702928,POINT (-13626699.262940869 4548921.863262706),-13626699.262940869,4548921.863262706,260
5170500259,POINT (-13626325.941896545 4551000.4424630245),-13626325.941896545,4551000.4424630245,43
5180870589,POINT (-13628933.779079562 4547262.729286375),-13628933.779079562,4547262.729286375,79
5180870595,POINT (-13628862.757244436 4547170.00743804),-13628862.757244436,4547170.00743804,248
5182461987,POINT (-13628825.509742815 4547306.3865786195),-13628825.509742815,4547306.3865786195,79
5182461992,POINT (-13628999.858329296 4547281.924389417),-13628999.858329296,4547281.924389417,79
5182462002,POINT (-13628863.948362987 4547303.1615659315),-13628863.948362987,4547303.1615659315,79
5182462005,POINT (-13628816.292488977 4547310.245328738),-13628816.292488977,4547310.245328738,79
5182462007,POINT (-13628769.293399965 4547316.6390273385),-13628769.293399965,4547316.6390273385,79
5196559823,POINT (-13625649.3865593 4546145.03818433),-13625649.3865593,4546145.03818433,249
5213342142,POINT (-13630953.87161509 4548264.034204184),-13630953.87161509,4548264.034204184,199
5246338648,POINT (-13626180.41392623 4550314.462759746),-13626180.41392623,4550314.462759746,114
5250557322,POINT (-13629371.353733972 4545917.075978727),-13629371.353733972,4545917.075978727,50
5251259531,POINT (-13629476.42820133 4551010.768990811),-13629476.42820133,4551010.768990811,91
5251303381,POINT (-13629121.408081295 4550869.283772491),-13629121.408081295,4550869.283772491,173
5251303383,POINT (-13629130.847974112 4550867.776372875),-13629130.847974112,4550867.776372875,173
5251306689,POINT (-13629202.637913726 4550826.611768661),-13629202.637913726,4550826.611768661,173
5251306690,POINT (-13629181.709849456 4550830.035102229),-13629181.709849456,4550830.035102229,173
5258271522,POINT (-13625007.407055894 4549139.242614459),-13625007.407055894,4549139.242614459,195
5258711621,POINT (-13624471.381443826 4546589.697830962),-13624471.381443826,4546589.697830962,297
5258825925,POINT (-13633970.852454567 4544476.237645595),-13633970.852454567,4544476.237645595,184
5261258921,POINT (-13626666.779913455 4548975.38720722),-13626666.779913455,4548975.38720722,201
5264564767,POINT (-13630655.535379762 4540055.560281719),-13630655.535379762,4540055.560281719,196
5264776821,POINT (-13624848.253579909 4548243.76688403),-13624848.253579909,4548243.76688403,31
5270602637,POINT (-13625530.430551438 4549997.662858937),-13625530.430551438,4549997.662858937,128
5271201093,POINT (-13621848.482733702 4553802.138956561),-13621848.482733702,4553802.138956561,28
5274208225,POINT (-13627772.238116777 4544904.7610127255),-13627772.238116777,4544904.7610127255,87
5276019121,POINT (-13624629.644363886 4548185.908761158),-13624629.644363886,4548185.908761158,31
5276121818,POINT (-13629136.614323737 4548691.924710558),-13629136.614323737,4548691.924710558,134
5276126258,POINT (-13629143.182173694 4548734.897832946),-13629143.182173694,4548734.897832946,134
5276126259,POINT (-13629154.191671332 4548804.8017210625),-13629154.191671332,4548804.8017210625,134
5279875621,POINT (-13626910.513938546 4548861.874516162),-13626910.513938546,4548861.874516162,260
5280910181,POINT (-13628214.922335817 4542190.096677598),-13628214.922335817,4542190.096677598,158
5280913555,POINT (-13628179.878960114 4542217.249532927),-13628179.878960114,4542217.249532927,158
5288109023,POINT (-13634481.630806126 4548461.103907819),-13634481.630806126,4548461.103907819,211
5292820522,POINT (-13625423.26327765 4550288.697491405),-13625423.26327765,4550288.697491405,16
5305947463,POINT (-13625116.689400006 4540083.073481964),-13625116.689400006,4540083.073481964,206
5309536560,POINT (-13629116.832850223 4551110.963609646),-13629116.832850223,4551110.963609646,205
5312617670,POINT (-13629138.261852201 4548909.975350273),-13629138.261852201,4548909.975350273,3
5315167594,POINT (-13629111.66762585 4549110.367366235),-13629111.66762585,4549110.367366235,3
5315466468,POINT (-13629209.717833342 4549135.481784911),-13629209.717833342,4549135.481784911,3
5315466471,POINT (-13629179.9732654 4549196.1904729055),-13629179.9732654,4549196.1904729055,3
5315466474,POINT (-13629187.999400686 4549210.7408908615),-13629187.999400686,4549210.7408908615,3
5316315193,POINT (-13629295.033091085 4541791.848851486),-13629295.033091085,4541791.848851486,62
5317135193,POINT (-13629047.781370083 4550881.681086036),-13629047.781370083,4550881.681086036,173
5317135196,POINT (-13628990.451832324 4550890.936817254),-13628990.451832324,4550890.936817254,173
5328861904,POINT (-13629607.217471067 4548261.808881489),-13629607.217471067,4548261.808881489,105
5352315989,POINT (-13628754.454511845 4546682.132868678),-13628754.454511845,4546682.132868678,39
5376562309,POINT (-13625975.396820037 4546902.986083531),-13625975.396820037,4546902.986083531,286
5389246700,POINT (-13624780.13718349 4550587.671502988),-13624780.13718349,4550587.671502988,185
5390636822,POINT (-13625701.02767108 4549276.50678004),-13625701.02767108,4549276.50678004,63
5440825343,POINT (-13627527.669195503 4545863.919779306),-13627527.669195503,4545863.919779306,38
5467205325,POINT (-13624622.430860884 4550551.424514278),-13624622.430860884,4550551.424514278,185
5468101321,POINT (-13627550.57874671 4549535.052871359),-13627550.57874671,4549535.052871359,34
5468101421,POINT (-13626542.146611562 4549831.230205634),-13626542.146611562,4549831.230205634,10
5482938821,POINT (-13625388.865554996 4548609.964992845),-13625388.865554996,4548609.964992845,116
5487246108,POINT (-13626084.634636352 4547164.332054029),-13626084.634636352,4547164.332054029,33
5487246120,POINT (-13626070.664040258 4547177.66850722),-13626070.664040258,4547177.66850722,33
5487252321,POINT (-13626061.636029553 4547186.0196423605),-13626061.636029553,4547186.0196423605,33
5497161847,POINT (-13627892.48543073 4547944.691176456),-13627892.48543073,4547944.691176456,295
5497219657,POINT (-13628798.01382859 4547997.857998367),-13628798.01382859,4547997.857998367,273
5497302690,POINT (-13626280.568072096 4546880.876611103),-13626280.568072096,4546880.876611103,33
5503747522,POINT (-13626452.890643844 4548866.071886101),-13626452.890643844,4548866.071886101,201
5504029766,POINT (-13629688.458435446 4540053.604102982),-13629688.458435446,4540053.604102982,253
5504036910,POINT (-13629719.694684563 4540003.883510578),-13629719.694684563,4540003.883510578,253
5506466397,POINT (-13625405.964228783 4545860.03340292),-13625405.964228783,4545860.03340292,82
5509732624,POINT (-13627234.453656755 4548914.299506422),-13627234.453656755,4548914.299506422,262
5512661856,POINT (-13624579.060787272 4547500.199000181),-13624579.060787272,4547500.199000181,107
5529666646,POINT (-13627151.286865184 4542618.877944804),-13627151.286865184,4542618.877944804,54
5529666658,POINT (-13627475.527146017 4542631.4625142785),-13627475.527146017,4542631.4625142785,54
5529666661,POINT (-13627445.225980623 4542628.985013941),-13627445.225980623,4542628.985013941,54
5538797016,POINT (-13624884.220907383 4545942.844512107),-13624884.220907383,4545942.844512107,82
5538811227,POINT (-13625102.551824676 4545928.77741959),-13625102.551824676,4545928.77741959,82
5538811229,POINT (-13625209.785890156 4545948.322093814),-13625209.785890156,4545948.322093814,82
5538811230,POINT (-13625175.532882841 4545923.0604685005),-13625175.532882841,4545923.0604685005,82
5538811239,POINT (-13625161.395307507 4545925.186723342),-13625161.395307507,4545925.186723342,82
5538811243,POINT (-13625191.974771628 4545921.91989489),-13625191.974771628,4545921.91989489,82
5538811245,POINT (-13625060.862675373 4545962.459618776),-13625060.862675373,4545962.459618776,82
5538811250,POINT (-13625167.451087808 4545925.074074067),-13625167.451087808,4545925.074074067,82
5566737088,POINT (-13627521.468699869 4544254.027990326),-13627521.468699869,4544254.027990326,113
5594507568,POINT (-13627522.103220964 4546284.741251966),-13627522.103220964,4546284.741251966,148
5595082426,POINT (-13627391.7147014 4547900.904453351),-13627391.7147014,4547900.904453351,176
5595106442,POINT (-13626861.299591668 4549645.924698977),-13626861.299591668,4549645.924698977,221
5595151129,POINT (-13624945.32417588 4549743.950971449),-13624945.32417588,4549743.950971449,194
5595153631,POINT (-13624907.94309087 4549722.14536355),-13624907.94309087,4549722.14536355,194
5595153632,POINT (-13624936.607859747 4549694.972935461),-13624936.607859747,4549694.972935461,194
5595155727,POINT (-13624908.087806208 4549663.926868059),-13624908.087806208,4549663.926868059,194
5595158142,POINT (-13624743.802501697 4549622.851541873),-13624743.802501697,4549622.851541873,194
5595162170,POINT (-13624907.119326638 4549779.913420706),-13624907.119326638,4549779.913420706,194
5595236177,POINT (-13625190.171395877 4546502.825978641),-13625190.171395877,4546502.825978641,141
5595241288,POINT (-13625022.735749776 4546712.986976916),-13625022.735749776,4546712.986976916,9
5596090221,POINT (-13627609.12166692 4548717.404328087),-13627609.12166692,4548717.404328087,224
5596167495,POINT (-13629286.52828199 4549615.695774604),-13629286.52828199,4549615.695774604,108
5604917322,POINT (-13625372.479325952 4550158.252114467),-13625372.479325952,4550158.252114467,16
5604933821,POINT (-13625372.757624678 4550120.414808859),-13625372.757624678,4550120.414808859,16
5608474721,POINT (-13626482.835586868 4549571.986539196),-13626482.835586868,4549571.986539196,289
5612872169,POINT (-13626231.988246314 4546655.925959448),-13626231.988246314,4546655.925959448,60
5612914330,POINT (-13629031.361745194 4548803.576321439),-13629031.361745194,4548803.576321439,134
5612941383,POINT (-13625338.081603296 4549563.436284832),-13625338.081603296,4549563.436284832,296
5613333166,POINT (-13627690.56300638 4546429.726882855),-13627690.56300638,4546429.726882855,148
5616613780,POINT (-13630755.778581223 4549585.79091856),-13630755.778581223,4549585.79091856,192
5617965927,POINT (-13629130.224584967 4548843.253989393),-13629130.224584967,4548843.253989393,134
5617978242,POINT (-13632003.926107844 4546075.7013229765),-13632003.926107844,4546075.7013229765,183
5617993834,POINT (-13634038.824135648 4541035.018637576),-13634038.824135648,4541035.018637576,56
5629115521,POINT (-13629403.513934862 4549172.9774571275),-13629403.513934862,4549172.9774571275,3
5631708821,POINT (-13627602.898907386 4552249.308153455),-13627602.898907386,4552249.308153455,53
5683190173,POINT (-13626493.522257984 4546492.870051576),-13626493.522257984,4546492.870051576,60
5686605778,POINT (-13627028.22316811 4549484.244641606),-13627028.22316811,4549484.244641606,111
5707334951,POINT (-13629332.191537112 4541818.25466189),-13629332.191537112,4541818.25466189,62
5729139186,POINT (-13625171.124631004 4548485.892813911),-13625171.124631004,4548485.892813911,116
5735236441,POINT (-13627511.594661035 4542662.149783199),-13627511.594661035,4542662.149783199,54
5738032121,POINT (-13625884.459928006 4549941.372685305),-13625884.459928006,4549941.372685305,76
5748040763,POINT (-13626882.628406106 4548522.287542069),-13626882.628406106,4548522.287542069,110
5752120935,POINT (-13626013.367898345 4549249.645399653),-13626013.367898345,4549249.645399653,36
5752126141,POINT (-13627507.754138604 4547816.951074357),-13627507.754138604,4547816.951074357,13
5759449921,POINT (-13625424.164965527 4549842.612057708),-13625424.164965527,4549842.612057708,128
5762574353,POINT (-13627819.014566809 4545583.527077288),-13627819.014566809,4545583.527077288,152
5791164133,POINT (-13625938.193846213 4538746.649141773),-13625938.193846213,4538746.649141773,61
5796524756,POINT (-13630608.55855465 4551006.345347367),-13630608.55855465,4551006.345347367,154
5810841502,POINT (-13631418.697280847 4549422.717291997),-13631418.697280847,4549422.717291997,121
5810841505,POINT (-13631403.045760442 4549385.065775967),-13631403.045760442,4549385.065775967,121
5810841507,POINT (-13631320.36877463 4549438.465328993),-13631320.36877463,4549438.465328993,121
5810841519,POINT (-13631485.800669894 4549410.8428934505),-13631485.800669894,4549410.8428934505,121
5816198754,POINT (-13625723.61439576 4549761.38985612),-13625723.61439576,4549761.38985612,243
5827822527,POINT (-13625317.74353233 4549514.064689831),-13625317.74353233,4549514.064689831,296
5829591385,POINT (-13626952.281011492 4551498.592878208),-13626952.281011492,4551498.592878208,103
5836829985,POINT (-13627157.13113845 4549597.609172174),-13627157.13113845,4549597.609172174,111
5839056764,POINT (-13625812.380557718 4546232.977251887),-13625812.380557718,4546232.977251887,249
5839056765,POINT (-13625916.007871699 4546225.682998347),-13625916.007871699,4546225.682998347,249
5840675540,POINT (-13632242.03849865 4548852.141695066),-13632242.03849865,4548852.141695066,137
5840675579,POINT (-13632097.5680635 4548859.268767222),-13632097.5680635,4548859.268767222,137
5840881685,POINT (-13631228.730569806 4546889.931631397),-13631228.730569806,4546889.931631397,149
5847846617,POINT (-13624868.78089401 4549758.783881998),-13624868.78089401,4549758.783881998,194
5857653986,POINT (-13629769.432233049 4551311.031707155),-13629769.432233049,4551311.031707155,12
5857654885,POINT (-13629649.774912395 4551194.816765561),-13629649.774912395,4551194.816765561,91
5859927491,POINT (-13629078.583473187 4552126.094313317),-13629078.583473187,4552126.094313317,207
5876905615,POINT (-13637260.287747765 4545621.53094898),-13637260.287747765,4545621.53094898,159
5880291830,POINT (-13629616.100766432 4539153.589720051),-13629616.100766432,4539153.589720051,142
5891198685,POINT (-13626407.24965262 4548634.416217619),-13626407.24965262,4548634.416217619,46
5893320826,POINT (-13634229.58121507 4543947.492601002),-13634229.58121507,4543947.492601002,144
5893378707,POINT (-13634632.936258012 4544711.433348817),-13634632.936258012,4544711.433348817,177
5893378709,POINT (-13634712.841388503 4544707.012380914),-13634712.841388503,4544707.012380914,177
5893590041,POINT (-13633102.950044598 4548803.829852384),-13633102.950044598,4548803.829852384,189
5893590043,POINT (-13633136.891357342 4548801.562159156),-13633136.891357342,4548801.562159156,189
5893590044,POINT (-13633108.282248208 4548804.322829239),-13633108.282248208,4548804.322829239,189
5893590047,POINT (-13632932.375188855 4548812.449908174),-13632932.375188855,4548812.449908174,189
5893590052,POINT (-13633116.475362731 4548766.786229829),-13633116.475362731,4548766.786229829,189
5893590057,POINT (-13632984.528370293 4548776.321780907),-13632984.528370293,4548776.321780907,189
5893605745,POINT (-13633013.682944931 4548808.618771385),-13633013.682944931,4548808.618771385,189
5893605746,POINT (-13632975.021685781 4548810.435744172),-13632975.021685781,4548810.435744172,189
5893605749,POINT (-13632984.483842498 4548809.985022211),-13632984.483842498,4548809.985022211,189
5895195934,POINT (-13628887.804129863 4546513.936635501),-13628887.804129863,4546513.936635501,39
5898151212,POINT (-13633074.018108942 4548769.082085494),-13633074.018108942,4548769.082085494,189
5901220650,POINT (-13632791.889991475 4547977.577112418),-13632791.889991475,4547977.577112418,179
5902652921,POINT (-13628899.437016655 4552187.454482424),-13628899.437016655,4552187.454482424,207
5905646187,POINT (-13627718.548726369 4544062.092108864),-13627718.548726369,4544062.092108864,203
5907459285,POINT (-13628076.407493422 4546239.961715664),-13628076.407493422,4546239.961715664,259
5910543624,POINT (-13629820.227316698 4544951.689024859),-13629820.227316698,4544951.689024859,92
5931071932,POINT (-13625074.855535368 4549732.132551678),-13625074.855535368,4549732.132551678,194
5953389385,POINT (-13635109.060852082 4548422.878403543),-13635109.060852082,4548422.878403543,100
5979649403,POINT (-13625924.701923927 4541219.256151853),-13625924.701923927,4541219.256151853,21
5981724023,POINT (-13629410.460271088 4549235.137184226),-13629410.460271088,4549235.137184226,3
5987850711,POINT (-13634263.867618233 4540250.405966897),-13634263.867618233,4540250.405966897,22
5991859398,POINT (-13626279.3212938 4550960.277579943),-13626279.3212938,4550960.277579943,43
5992714949,POINT (-13627509.089972492 4546285.741048842),-13627509.089972492,4546285.741048842,148
5993835885,POINT (-13624624.801966038 4550101.200384659),-13624624.801966038,4550101.200384659,133
5998482888,POINT (-13627591.522055425 4544690.891351428),-13627591.522055425,4544690.891351428,227
5998503286,POINT (-13627682.470079402 4545368.981700182),-13627682.470079402,4545368.981700182,152
6005674234,POINT (-13636823.859684108 4545111.735833569),-13636823.859684108,4545111.735833569,130
6064189082,POINT (-13621869.744756447 4553790.217284012),-13621869.744756447,4553790.217284012,28
6064190097,POINT (-13621825.272619873 4553780.677137453),-13621825.272619873,4553780.677137453,28
6064190104,POINT (-13621830.04822603 4553793.52885835),-13621830.04822603,4553793.52885835,28
6075310389,POINT (-13626611.765821107 4545443.453241143),-13626611.765821107,4545443.453241143,174
6124173112,POINT (-13624389.517090298 4546607.004694395),-13624389.517090298,4546607.004694395,297
6127216085,POINT (-13626279.098654818 4550412.002275755),-13626279.098654818,4550412.002275755,114
6133660029,POINT (-13624581.509816067 4547533.942615663),-13624581.509816067,4547533.942615663,107
6133706543,POINT (-13624535.63505391 4547475.032192879),-13624535.63505391,4547475.032192879,107
6146447085,POINT (-13624746.006627612 4546545.902723248),-13624746.006627612,4546545.902723248,9
6152481279,POINT (-13633672.293580262 4548504.822563762),-13633672.293580262,4548504.822563762,123
6152481281,POINT (-13633667.184015634 4548506.611314226),-13633667.184015634,4548506.611314226,123
6152485454,POINT (-13633690.360733617 4548451.343292242),-13633690.360733617,4548451.343292242,123
6152485455,POINT (-13633697.062166963 4548451.202446485),-13633697.062166963,4548451.202446485,123
6152485456,POINT (-13633702.984363873 4548450.948924129),-13633702.984363873,4548450.948924129,123
6167347391,POINT (-13626664.598051434 4545247.90498065),-13626664.598051434,4545247.90498065,174
6167357460,POINT (-13627070.59136631 4545221.518637318),-13627070.59136631,4545221.518637318,98
6169313181,POINT (-13627456.224346312 4546064.788272504),-13627456.224346312,4546064.788272504,148
6171912807,POINT (-13627932.360072335 4545844.206290871),-13627932.360072335,4545844.206290871,282
6171912808,POINT (-13627932.994593432 4545857.34391866),-13627932.994593432,4545857.34391866,282
6177260823,POINT (-13627836.847949233 4547603.866607686),-13627836.847949233,4547603.866607686,295
6188160959,POINT (-13627099.857260438 4549476.060694326),-13627099.857260438,4549476.060694326,111
6191250683,POINT (-13627937.347185522 4543075.507656623),-13627937.347185522,4543075.507656623,120
6195080125,POINT (-13624485.875241527 4550436.612693784),-13624485.875241527,4550436.612693784,185
6195080131,POINT (-13624523.612548906 4550487.904541975),-13624523.612548906,4550487.904541975,185
6210959985,POINT (-13627812.190682022 4549994.465185763),-13627812.190682022,4549994.465185763,135
6212265323,POINT (-13624600.422997555 4548164.627531509),-13624600.422997555,4548164.627531509,31
6217699233,POINT (-13626028.429425452 4547111.577888122),-13626028.429425452,4547111.577888122,33
6217699236,POINT (-13625863.342620604 4546945.416686626),-13625863.342620604,4546945.416686626,286
6222213885,POINT (-13626664.06371788 4548741.052962016),-13626664.06371788,4548741.052962016,260
6236532944,POINT (-13628749.623245943 4546576.58744339),-13628749.623245943,4546576.58744339,39
6242792452,POINT (-13626377.694327813 4544556.714667826),-13626377.694327813,4544556.714667826,257
